session:2024-04-14 12:57:36.831179,porto.csv
1713095858000,('52', '49', '-8.601845128098411', '41.17216738530061', '2'),-8.60142,41.17258166666667
1713095860000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095861000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095864000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095865000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095866000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095867000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095868000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095869000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095870000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095871000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095872000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095873000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60142,41.172582
1713095882000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60128,41.172562
1713095883000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601268,41.172557
1713095884000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601255,41.172557
1713095885000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601248,41.172558
1713095886000,(-8.600650596900374, 41.17216738530061, 2.0),-8.60124,41.172562
1713095887000,(-8.600650596900374, 41.17216738530061, 2.0),-8.601235,41.172565
1713095888000,(-8.600650596900374, 41.17216738530061, 2.0),-8.601233,41.172567
1713095889000,(-8.600650596900374, 41.17216738530061, 2.0),-8.601237,41.172568
1713095890000,(-8.600650596900374, 41.17216738530061, 2.0),-8.601238,41.172568
1713095891000,(-8.600650596900374, 41.17216738530061, 2.0),-8.601247,41.172575
1713095902000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601413,41.172617
1713095903000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601387,41.172618
1713095904000,(-8.601845128098411, 41.17307089713518, 2.0),-8.60147,41.172622
1713095905000,(-8.601845128098411, 41.17307089713518, 2.0),-8.60152,41.17262
1713095906000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601545,41.172617
1713095907000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601588,41.17261
1713095908000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601612,41.17261
1713095909000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60163,41.172605
1713095910000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601642,41.172603
1713095911000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601655,41.172605
1713095921000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60175,41.172593
1713095922000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601757,41.17259
1713095923000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601763,41.172585
1713095924000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601768,41.172583
1713095925000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601775,41.172582
1713095926000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601777,41.172588
1713095927000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601772,41.172592
1713095928000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172593
1713095929000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095933000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095934000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095935000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095936000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095937000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095938000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095939000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095940000,(-8.601845128098411, 41.17216738530061, 2.0),-8.60177,41.172595
1713095941000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601743,41.172608
1713095945000,(-8.601845128098411, 41.17216738530061, 2.0),-8.601738,41.172597
